SET	WAY 0	WAY 1	WAY 2	WAY3	# WAY ACCESSED	#REPLACEMENT	#MISSES	#SET REF

0	1		1		1		1		4					7				11		68

1	1		1		1		1		4					6				10		34

2	1		1		1		1		4					7				11		31

3	1		1		1		1		4					8				12		355

4	1		1		1		1		4					6				10		98

5	1		1		1		1		4					7				11		36

6	1		1		1		1		4					6				10		32

7	1		1		1		1		4					5				9		32

8	1		1		1		1		4					6				10		30

9	1		1		1		1		4					6				10		36

10	1		1		1		1		4					5				9		28

11	1		1		1		1		4					6				10		35

12	1		1		1		1		4					6				10		32

13	1		1		1		1		4					5				9		32

14	1		1		1		1		4					6				10		30

15	1		1		1		1		4					8				12		499

16	1		1		1		1		4					7				11		66

17	1		1		1		1		4					6				10		35

18	1		1		1		1		4					6				10		32

19	1		1		1		1		4					6				10		171

20	1		1		1		1		4					7				11		134

21	1		1		1		1		4					7				11		53

22	1		1		1		1		4					6				10		37

23	1		1		1		1		4					7				11		62

24	1		1		1		1		4					6				10		32

25	1		1		1		1		4					5				9		32

26	1		1		1		1		4					6				10		30

27	1		1		1		1		4					7				11		92

28	1		1		1		1		4					6				10		65

29	1		1		1		1		4					6				10		35

30	1		1		1		1		4					7				11		33

31	1		1		1		1		4					5				9		32

32	1		1		1		1		4					6				10		30

33	1		1		1		1		4					6				10		36

34	1		1		1		1		4					6				10		1261

35	1		1		1		1		4					6				10		35

36	1		1		1		1		4					8				12		601

37	1		1		1		1		4					5				9		32

38	1		1		1		1		4					6				10		30

39	1		1		1		1		4					6				10		36

40	1		1		1		1		4					6				10		873

41	1		1		1		1		4					6				10		35

42	1		1		1		1		4					8				12		3945

43	1		1		1		1		4					5				9		32

44	1		1		1		1		4					6				10		30

45	1		1		1		1		4					6				10		36

46	1		1		1		1		4					6				10		1697

47	1		1		1		1		4					7				11		130

48	1		1		1		1		4					7				11		50

49	1		1		1		1		4					6				10		634

50	1		1		1		1		4					7				11		39

51	1		1		1		1		4					6				10		36

52	1		1		1		1		4					6				10		1160

53	1		1		1		1		4					6				10		35

54	1		1		1		1		4					6				10		32

55	1		1		1		1		4					5				9		32

56	1		1		1		1		4					6				10		30

57	1		1		1		1		4					6				10		36

58	1		1		1		1		4					6				10		585

59	1		1		1		1		4					6				10		35

60	1		1		1		1		4					7				11		869

61	1		1		1		1		4					5				9		32

62	1		1		1		1		4					7				11		866

63	1		1		1		1		4					7				11		58

64	1		1		1		1		4					7				11		49

65	1		1		1		1		4					8				12		38

66	1		1		1		1		4					8				12		34

67	1		1		1		1		4					6				10		34

68	1		1		1		1		4					6				10		30

69	1		1		1		1		4					6				10		36

70	1		1		1		1		4					5				9		28

71	1		1		1		1		4					7				11		37

72	1		1		1		1		4					7				11		34

73	1		1		1		1		4					6				10		589

74	1		1		1		1		4					6				10		30

75	1		1		1		1		4					6				10		36

76	1		1		1		1		4					5				9		28

77	1		1		1		1		4					6				10		35

78	1		1		1		1		4					7				11		36

79	1		1		1		1		4					5				9		32

80	1		1		1		1		4					6				10		30

81	1		1		1		1		4					6				10		36

82	1		1		1		1		4					5				9		28

83	1		1		1		1		4					7				11		1713

84	1		1		1		1		4					7				11		1144

85	1		1		1		1		4					5				9		32

86	1		1		1		1		4					6				10		30

87	1		1		1		1		4					6				10		36

88	1		1		1		1		4					5				9		28

89	1		1		1		1		4					6				10		35

90	1		1		1		1		4					6				10		32

91	1		1		1		1		4					5				9		32

92	1		1		1		1		4					6				10		30

93	1		1		1		1		4					6				10		36

94	1		1		1		1		4					5				9		28

95	1		1		1		1		4					8				12		1162

96	1		1		1		1		4					9				13		610

97	1		1		1		1		4					7				11		45

98	1		1		1		1		4					7				11		34

99	1		1		1		1		4					7				11		40

100	1		1		1		1		4					6				10		32

101	1		1		1		1		4					7				11		39

102	1		1		1		1		4					7				11		36

103	1		1		1		1		4					6				10		36

104	1		1		1		1		4					8				12		1723

105	1		1		1		1		4					8				12		1189

106	1		1		1		1		4					5				9		28

107	1		1		1		1		4					7				11		1065

108	1		1		1		1		4					8				12		319

109	1		1		1		1		4					5				9		32

110	1		1		1		1		4					7				11		39

111	1		1		1		1		4					6				10		36

112	1		1		1		1		4					6				10		47

113	1		1		1		1		4					7				11		44

114	1		1		1		1		4					6				10		32

115	1		1		1		1		4					7				11		260

116	1		1		1		1		4					8				12		283

117	1		1		1		1		4					7				11		407

118	1		1		1		1		4					7				11		3629

119	1		1		1		1		4					9				13		6018

120	1		1		1		1		4					8				12		6842

121	1		1		1		1		4					7				11		4633

122	1		1		1		1		4					7				11		2259

123	1		1		1		1		4					5				9		32

124	1		1		1		1		4					6				10		30

125	1		1		1		1		4					6				10		36

126	1		1		1		1		4					5				9		28

127	1		1		1		1		4					6				10		58

														TOTAL MISS COUNT=1323

														TOTAL  DATA  CACHE  LATENCY=347064

														TOTAL  DATA  CACHE READ LATENCY=86574

														TOTAL  DATA  CACHE WRITE LATENCY=260490

